P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
"Kepler-1064 b","3.0000000","","","","1.5469800","-0.044840000","0.067260000","2016","2016-05-10","16.540803","-4.1110000e-05","4.1110000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1064","291.74164","37.688934","13.755000","374.00000","-11.470000","11.510000","0.0000000","-0.097000000","0.10100000","0.85000000","-0.030000000","0.030000000","0.79000000","-0.020000000","0.020000000","","3.8900000","-1.9100000","2.9600000","5153.0000","-59.980000","80.620000","","","4.5700000",",","","","","","","0.12032437","0.12032437","0.12032437","0.12032437","27.231790","27.231790","27.231790","581.98790","581.98790","581.98790","Superterran","0.79000000","K","19.449443","19 26 57.9965","+37 41 20.1624","0.39426062","0.48810617","1.1731847","0.61825662","1.1122848","0.65417828","1.1122848","0.59685238","1.1122848","1.6953348","0.65669876","0.42496785","0","0","Hot","0","0.32566529","Lyra","Lyr","Lyre","1.5469800","3.0115750","0.12032437"
"Kepler-1065 b","3.0000000","","","","3.7329300","-0.35872000","0.63897000","2016","2016-05-10","3.6093089","-5.1000000e-06","5.1000000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1065","294.51126","38.790501","15.540000","1078.0000","-110.73000","190.09000","-0.010000000","-0.17800000","0.13800000","0.94000000","-0.060000000","0.070000000","0.93000000","-0.090000000","0.16000000","","4.4700000","-2.7600000","4.8200000","5635.0000","-202.38000","166.04000","","","4.4900000",",","","","","","","0.045099134","0.045099134","0.045099134","0.045099135","384.14379","384.14379","384.14379","1127.8942","1127.8942","1127.8942","Neptunian","0.93000000","G","19.634085","19 38 02.7056","+38 47 25.8036","0.78132231","0.66902565","1.5824849","0.84740720","1.5003394","0.89620287","1.5003394","0.81802544","1.5003394","2.3865959","1.5544068","0.44976471","0","0","Hot","0","0.18665346","Cygnus","Cyg","Swan","3.7329300","13.437240","0.045099134"
"Kepler-1065 c","3.0000000","","","","1.6030300","-0.16815000","0.23541000","2016","2016-05-10","2.3703074","-1.6910000e-05","1.6910000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1065","294.51126","38.790501","15.540000","1078.0000","-110.73000","190.09000","-0.010000000","-0.17800000","0.13800000","0.94000000","-0.060000000","0.070000000","0.93000000","-0.090000000","0.16000000","","4.4700000","-2.7600000","4.8200000","5635.0000","-202.38000","166.04000","","","4.4900000",",","","","","","","0.034073908","0.034073908","0.034073908","0.034073909","672.95547","672.95547","672.95547","1297.6020","1297.6020","1297.6020","Superterran","0.93000000","G","19.634085","19 38 02.7056","+38 47 25.8036","0.78132231","0.66902565","1.5824849","0.84740720","1.5003394","0.89620287","1.5003394","0.81802544","1.5003394","2.3865959","1.5544068","0.44976471","0","0","Hot","0","0.27621061","Cygnus","Cyg","Swan","1.6030300","3.1991632","0.034073908"
"Kepler-1066 b","3.0000000","","","","2.3653100","-0.32509000","0.50445000","2016","2016-05-10","1.9315598","-1.5700000e-06","1.5700000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1066","298.86656","46.502239","13.007000","399.00000","-48.380000","88.890000","-0.030000000","-0.18300000","0.14300000","0.98000000","-0.070000000","0.11000000","0.98000000","-0.11000000","0.20000000","","3.8000000","-2.1100000","4.0000000","5762.0000","-209.47000","287.38000","","","4.4500000",",","","","","","","0.030143269","0.030143269","0.030143269","0.030143270","1043.8861","1043.8861","1043.8861","1448.1321","1448.1321","1448.1321","Superterran","0.98000000","G","19.924439","19 55 27.9791","+46 30 08.0604","0.94849231","0.73158537","1.7243292","0.92664396","1.6348208","0.97988735","1.6348208","0.89449858","1.6348208","2.6295454","1.9604439","0.44387852","0","0","Hot","0","0.23817034","Cygnus","Cyg","Swan","2.3653100","6.1925912","0.030143269"
"Kepler-1067 b","3.0000000","","","","0.79591000","-0.056050000","0.12331000","2016","2016-05-10","0.76212926","-2.7300000e-06","2.7300000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1067","285.38741","45.049053","14.305000","689.00000","-50.500000","114.29000","0.030000000","-0.17200000","0.13200000","0.95000000","-0.040000000","0.040000000","0.93000000","-0.060000000","0.16000000","","4.7900000","-3.0400000","5.3500000","5592.0000","-65.870000","63.050000","","","4.4900000",",","","","","","","0.016048576","0.016048576","0.016048576","0.016048576","2942.0510","2942.0510","2942.0510","1876.3224","1876.3224","1876.3224","Subterran","0.93000000","G","19.025828","19 01 32.9817","+45 02 56.5908","0.75774520","0.66051670","1.5643367","0.83663047","1.4831332","0.88484175","1.4831332","0.80762711","1.4831332","2.3503112","1.4488170","0.45658533","0","0","Hot","0","0.28881940","Lyra","Lyr","Lyre","0.79591000","0.42881536","0.016048576"
"Kepler-1068 b","3.0000000","","","","3.6320400","-0.36993000","0.88559000","2016","2016-05-10","16.923441","-5.4460000e-05","5.4460000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1068","294.64816","46.392365","15.818000","1532.0000","-166.32000","378.14000","0.030000000","-0.17600000","0.14200000","1.0100000","-0.070000000","0.070000000","1.0100000","-0.10000000","0.25000000","","4.1700000","-2.4100000","3.4000000","5806.0000","-169.98000","123.65000","","","4.4300000",",","","","","","","0.12940244","0.12940244","0.12940244","0.12940245","62.023258","62.023258","62.023258","714.96298","714.96298","714.96298","Neptunian","1.0100000","G","19.643212","19 38 35.5630","+46 23 32.5140","1.0385790","0.76351619","1.7974948","0.96708716","1.7041885","1.0226140","1.7041885","0.93353267","1.7041885","2.7515888","2.1357416","0.45535975","0","0","Hot","0","0.20614302","Cygnus","Cyg","Swan","3.6320400","12.826485","0.12940244"
"Kepler-1069 b","3.0000000","","","","1.6030300","-0.13452000","0.31388000","2016","2016-05-10","23.899030","-0.00014970000","0.00014970000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1069","290.97933","47.989002","13.153000","435.00000","-38.700000","76.600000","0.040000000","-0.16100000","0.14000000","0.99000000","-0.050000000","0.050000000","0.98000000","-0.080000000","0.17000000","","4.3700000","-2.5500000","3.9300000","5722.0000","-104.94000","88.790000","","","4.4600000",",","","","","","","0.16179862","0.16179862","0.16179862","0.16179862","35.235675","35.235675","35.235675","620.71259","620.71259","620.71259","Superterran","0.98000000","G","19.398623","19 23 55.0426","+47 59 20.4072","0.92242744","0.72319243","1.7064024","0.91601426","1.6178246","0.96868214","1.6178246","0.88424280","1.6178246","2.5931634","1.8364513","0.45587958","0","0","Hot","0","0.31213140","Cygnus","Cyg","Swan","1.6030300","3.1991632","0.16179862"
"Kepler-107 b","3.0000000","","","","1.5581900","-0.056050000","0.056050000","2014","2014-05-14","3.1799970","-1.1000000e-05","1.1000000e-05","0.044000000","","","","","","","","","","","","","","","0.082400000","0.34000000","-0.24000000","0.24000000","","","","","Transit","","","","","Kepler-107","297.02825","48.208611","12.487000","534.05000","-5.7700000","5.7700000","","","","","","","1.4100000","-0.050000000","0.050000000","","","","","5851.0000","-75.000000","75.000000","","","4.2000000",",","","","","","","0.044000000","0.044000000","0.044000000","0.044000001","1078.3057","1078.3057","1078.3057","1459.9245","1459.9245","1459.9245","Superterran","1.4100000","G","19.801884","19 48 06.7832","+48 12 30.9996","2.0875999","1.0795453","2.5385632","1.3673752","2.4067888","1.4458277","2.4067888","1.3199231","2.4067888","3.9011029","","","0","0","Hot","0","0.27753639","Cygnus","Cyg","Swan","1.5581900","3.0487196","0.044000000"
"Kepler-107 c","3.0000000","","","","1.8048100","-0.17936000","0.17936000","2014","2014-05-14","4.9014250","-1.6000000e-05","1.6000000e-05","0.059000000","","","","","","","","","","","","","","","0.11100000","0.78000000","-0.29000000","0.29000000","","","","","Transit","","","","","Kepler-107","297.02825","48.208611","12.487000","534.05000","-5.7700000","5.7700000","","","","","","","1.4100000","-0.050000000","0.050000000","","","","","5851.0000","-75.000000","75.000000","","","4.2000000",",","","","","","","0.059000000","0.059000000","0.059000000","0.059000001","599.71269","599.71269","599.71269","1260.7551","1260.7551","1260.7551","Superterran","1.4100000","G","19.801884","19 48 06.7832","+48 12 30.9996","2.0875999","1.0795453","2.5385632","1.3673752","2.4067888","1.4458277","2.4067888","1.3199231","2.4067888","3.9011029","","","0","0","Hot","0","0.26662206","Cygnus","Cyg","Swan","1.8048100","3.9125102","0.059000000"
"Kepler-107 d","3.0000000","","","","1.0649500","-0.056050000","0.056050000","2014","2014-05-14","7.9582030","-0.00010400000","0.00010400000","0.082000000","","","","","","","","","","","","","","","0.15300000","0.27000000","-0.24000000","0.24000000","","","","","Transit","","","","","Kepler-107","297.02825","48.208611","12.487000","534.05000","-5.7700000","5.7700000","","","","","","","1.4100000","-0.050000000","0.050000000","","","","","5851.0000","-75.000000","75.000000","","","4.2000000",",","","","","","","0.082000000","0.082000000","0.082000000","0.082000002","310.46994","310.46994","310.46994","1069.4237","1069.4237","1069.4237","Terran","1.4100000","G","19.801884","19 48 06.7832","+48 12 30.9996","2.0875999","1.0795453","2.5385632","1.3673752","2.4067888","1.4458277","2.4067888","1.3199231","2.4067888","3.9011029","","","0","0","Hot","0","0.29708173","Cygnus","Cyg","Swan","1.0649500","1.2177294","0.082000000"
"Kepler-107 e","3.0000000","","","","3.4526800","-0.24662000","0.24662000","2014","2014-05-14","14.749049","-3.4000000e-05","3.4000000e-05","0.12300000","","","","","","","","","","","","","","","0.23000000","0.90000000","-0.28000000","0.28000000","","","","","Transit","","","","","Kepler-107","297.02825","48.208611","12.487000","534.05000","-5.7700000","5.7700000","","","","","","","1.4100000","-0.050000000","0.050000000","","","","","5851.0000","-75.000000","75.000000","","","4.2000000",",","","","","","","0.12300000","0.12300000","0.12300000","0.12300000","137.98664","137.98664","137.98664","873.18078","873.18078","873.18078","Neptunian","1.4100000","G","19.801884","19 48 06.7832","+48 12 30.9996","2.0875999","1.0795453","2.5385632","1.3673752","2.4067888","1.4458277","2.4067888","1.3199231","2.4067888","3.9011029","","","0","0","Hot","0","0.20161303","Cygnus","Cyg","Swan","3.4526800","11.769713","0.12300000"
"Kepler-1070 b","3.0000000","","","","1.7263400","-0.24662000","0.80712000","2016","2016-05-10","6.2216147","-1.9440000e-05","1.9440000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1070","293.19537","49.316502","13.977000","1040.0000","-158.43000","474.23000","0.030000000","-0.17500000","0.13200000","1.2100000","-0.10000000","0.20000000","1.3200000","-0.19000000","0.61000000","","2.7500000","-1.0200000","0.86000000","6261.0000","-114.36000","114.14000","","","4.2700000",",","","","","","","0.070529925","0.070529925","0.070529925","0.070529927","482.24139","482.24139","482.24139","1193.8810","1193.8810","1193.8810","Superterran","1.3200000","F","19.546359","19 32 46.8934","+49 18 59.4072","2.3988955","1.1287190","2.6304896","1.4296433","2.4939439","1.5111617","2.4939439","1.3799411","2.4939439","4.1818595","4.9566362","0.45120656","0","0","Hot","0","0.27105658","Cygnus","Cyg","Swan","1.7263400","3.6281006","0.070529925"
"Kepler-1071 b","3.0000000","","","","2.3765200","-0.13452000","0.067260000","2016","2016-05-10","6.1799844","-1.3670000e-05","1.3670000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1071","293.05800","45.248817","15.801000","964.00000","-37.000000","33.860000","0.010000000","-0.11300000","0.10800000","0.86000000","-0.040000000","0.030000000","0.81000000","-0.030000000","0.030000000","","4.2700000","-2.3400000","3.6200000","5215.0000","-83.320000","78.360000","","","4.5600000",",","","","","","","0.062661477","0.062661477","0.062661477","0.062661478","110.73239","110.73239","110.73239","826.44429","826.44429","826.44429","Superterran","0.81000000","K","19.537201","19 32 13.9227","+45 14 55.7412","0.43478638","0.51093671","1.2252601","0.64717391","1.1616572","0.68472979","1.1616572","0.62476525","1.1616572","1.7803350","0.73336248","0.43330693","0","0","Hot","0","0.24809616","Cygnus","Cyg","Swan","2.3765200","6.2425017","0.062661477"
"Kepler-1072 b","3.0000000","","","","1.5806100","-0.23541000","0.71744000","2016","2016-05-10","1.5690665","-2.9000000e-06","2.9000000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1072","292.04438","46.329025","13.930000","976.00000","-149.65000","433.82000","0.070000000","-0.13200000","0.12900000","1.2000000","-0.090000000","0.19000000","1.3200000","-0.20000000","0.60000000","","2.8800000","-1.0900000","0.87400000","6199.0000","-123.19000","102.85000","","","4.2700000",",","","","","","","0.028075717","0.028075717","0.028075717","0.028075718","2924.5654","2924.5654","2924.5654","1873.5282","1873.5282","1873.5282","Superterran","1.3200000","F","19.469626","19 28 10.6549","+46 19 44.4900","2.3052767","1.1106366","2.5914056","1.4067425","2.4568886","1.4870261","2.4568886","1.3578497","2.4568886","4.0994472","4.4435120","0.45343740","0","0","Hot","0","0.27568880","Cygnus","Cyg","Swan","1.5806100","3.1235690","0.028075717"
"Kepler-1073 b","3.0000000","","","","2.2980500","-0.24662000","0.49324000","2016","2016-05-10","8.6788859","-2.4090000e-05","2.4090000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1073","294.15270","38.233048","14.523000","837.00000","-97.840000","184.95000","0.0000000","-0.17100000","0.13800000","1.0000000","-0.070000000","0.10000000","1.0000000","-0.11000000","0.21000000","","3.7200000","-2.0200000","3.6800000","5792.0000","-186.16000","252.91000","","","4.4400000",",","","","","","","0.082632751","0.082632751","0.082632751","0.082632753","147.67209","147.67209","147.67209","888.11564","888.11564","888.11564","Superterran","1.0000000","G","19.610181","19 36 36.6517","+38 13 58.9728","1.0083304","0.75295034","1.7732709","0.95370457","1.6812220","1.0084756","1.6812220","0.92061635","1.6812220","2.7112228","2.0780816","0.44529586","0","0","Hot","0","0.24894004","Cygnus","Cyg","Swan","2.2980500","5.8965974","0.082632751"
"Kepler-1073 c","3.0000000","","","","1.6366600","-0.17936000","0.33630000","2016","2016-05-10","4.0258225","-1.4840000e-05","1.4840000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1073","294.15270","38.233048","14.523000","837.00000","-97.840000","184.95000","0.0000000","-0.17100000","0.13800000","1.0000000","-0.070000000","0.10000000","1.0000000","-0.11000000","0.21000000","","3.7200000","-2.0200000","3.6800000","5792.0000","-186.16000","252.91000","","","4.4400000",",","","","","","","0.049516047","0.049516047","0.049516047","0.049516049","411.25474","411.25474","411.25474","1147.2885","1147.2885","1147.2885","Superterran","1.0000000","G","19.610181","19 36 36.6517","+38 13 58.9728","1.0083304","0.75295034","1.7732709","0.95370457","1.6812220","1.0084756","1.6812220","0.92061635","1.6812220","2.7112228","2.0780816","0.44529586","0","0","Hot","0","0.27590543","Cygnus","Cyg","Swan","1.6366600","3.3139434","0.049516047"
"Kepler-1074 b","3.0000000","","","","1.2555200","-0.089680000","0.23541000","2016","2016-05-10","5.9456653","-1.4430000e-05","1.4430000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1074","284.47654","46.252579","15.026000","245.00000","-10.740000","10.930000","-0.060000000","-0.090000000","0.080000000","0.60000000","-0.030000000","0.020000000","0.57000000","-0.020000000","0.020000000","","3.5500000","-1.8600000","5.1200000","4002.0000","-33.560000","33.450000","","","4.7000000",",","","","","","","0.054161865","0.054161865","0.054161865","0.054161866","25.454201","25.454201","25.454201","572.24865","572.24865","572.24865","Terran","0.57000000","K","18.965104","18 57 54.3744","+46 15 09.2844","0.074670093","0.22162624","0.56089762","0.28072403","0.53177668","0.29744191","0.53177668","0.27099734","0.53177668","0.73779740","0.080939751","0.37266046","0","0","Hot","0","0.34146192","Lyra","Lyr","Lyre","1.2555200","2.1128564","0.054161865"
"Kepler-1075 b","3.0000000","","","","1.4236700","-0.32509000","0.15694000","2016","2016-05-10","1.5237282","-2.7000000e-06","2.7000000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1075","287.50118","47.469269","15.313000","265.00000","-16.900000","16.120000","-0.17000000","-0.10500000","0.11100000","0.56000000","-0.030000000","0.030000000","0.54000000","-0.030000000","0.020000000","","2.9500000","-1.4000000","4.3400000","3959.0000","-38.690000","39.290000","","","4.7200000",",","","","","","","0.021355539","0.021355539","0.021355539","0.021355540","140.73337","140.73337","140.73337","877.49405","877.49405","877.49405","Terran","0.54000000","K","19.166746","19 10 00.2866","+47 28 09.3684","0.064182728","0.20566384","0.52161576","0.26050506","0.49453394","0.27603321","0.49453394","0.25147741","0.49453394","0.68402639","0.073466788","0.35312179","0","0","Hot","0","0.29199791","Lyra","Lyr","Lyre","1.4236700","2.6154425","0.021355539"
"Kepler-1076 b","3.0000000","","","","0.79591000","-0.033630000","0.044840000","2016","2016-05-10","6.1472792","-2.1120000e-05","2.1120000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1076","287.59010","51.060574","12.906000","199.00000","-5.6800000","4.6800000","-0.010000000","-0.11100000","0.10100000","0.79000000","-0.040000000","0.030000000","0.74000000","-0.020000000","0.010000000","","3.7200000","-1.9300000","3.9200000","4868.0000","-45.610000","38.240000","","","4.6000000",",","","","","","","0.060697929","0.060697929","0.060697929","0.060697931","74.783642","74.783642","74.783642","749.19792","749.19792","749.19792","Subterran","0.74000000","K","19.172674","19 10 21.6271","+51 03 38.0664","0.27552078","0.41365066","1.0055016","0.52395080","0.95330518","0.55457132","0.95330518","0.50581966","0.95330518","1.4172320","0.39275823","0.41164643","0","0","Hot","0","0.30688060","Cygnus","Cyg","Swan","0.79591000","0.42881536","0.060697929"
"Kepler-1077 b","3.0000000","","","","2.7688700","-0.32509000","0.69502000","2016","2016-05-10","34.351187","-0.00015030000","0.00015030000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1077","291.03364","42.267860","14.998000","1098.0000","-106.41000","254.30000","0.030000000","-0.16000000","0.12600000","1.0200000","-0.050000000","0.060000000","1.0200000","-0.090000000","0.23000000","","4.1700000","-2.4000000","3.1600000","5816.0000","-113.54000","99.930000","","","4.4300000",",","","","","","","0.20813133","0.20813133","0.20813133","0.20813134","24.621338","24.621338","24.621338","567.50909","567.50909","567.50909","Neptunian","1.0200000","G","19.402243","19 24 08.0763","+42 16 04.2960","1.0665632","0.77326745","1.8199782","0.97943805","1.7255048","1.0356648","1.7255048","0.94545361","1.7255048","2.7884128","2.1798979","0.45685765","0","0","Hot","0","0.26847740","Lyra","Lyr","Lyre","2.7688700","8.0914450","0.20813133"
"Kepler-1078 b","3.0000000","","","","1.9057000","-0.32509000","0.30267000","2016","2016-05-10","3.0072524","-1.2420000e-05","1.2420000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1078","293.20059","43.050037","15.620000","1215.0000","-99.250000","163.49000","-0.010000000","-0.18600000","0.14200000","0.94000000","-0.050000000","0.050000000","0.92000000","-0.070000000","0.12000000","","4.3700000","-2.6400000","5.0800000","5612.0000","-123.53000","100.22000","","","4.4900000",",","","","","","","0.039933014","0.039933014","0.039933014","0.039933015","471.70532","471.70532","471.70532","1187.3058","1187.3058","1187.3058","Superterran","0.92000000","G","19.546707","19 32 48.1450","+43 03 00.1332","0.75220281","0.65732736","1.5558609","0.83259032","1.4750974","0.88055198","1.4750974","0.80372483","1.4750974","2.3417000","1.4941837","0.44807189","0","0","Hot","0","0.26219536","Cygnus","Cyg","Swan","1.9057000","4.2910395","0.039933014"
"Kepler-1079 b","3.0000000","","","","1.6254500","-0.28025000","0.32509000","2016","2016-05-10","13.245032","-4.8860000e-05","4.8860000e-05","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1079","299.54950","45.769753","12.584000","481.00000","-80.380000","94.520000","0.21000000","-0.12800000","0.098000000","1.0800000","-0.060000000","0.12000000","1.3600000","-0.23000000","0.27000000","","6.6100000","-2.2000000","2.2200000","5758.0000","-84.620000","90.640000","","","4.2100000",",","","","","","","0.11237926","0.11237926","0.11237926","0.11237926","144.23837","144.23837","144.23837","882.90730","882.90730","882.90730","Superterran","1.3600000","G","19.969968","19 58 11.8835","+45 46 11.1108","1.8216004","1.0140955","2.3904559","1.2844784","2.2663695","1.3582873","2.2663695","1.2399204","2.2663695","3.6441003","2.0111101","0.50280509","0","0","Hot","0","0.28257397","Cygnus","Cyg","Swan","1.6254500","3.2754986","0.11237926"
"Kepler-108 b","3.0000000","","","","8.6541200","-0.48203000","0.48203000","2014","2014-05-14","49.183921","-5.4000000e-05","5.4000000e-05","0.29200000","","","","","","","","","","","","","","","0.40100000","0.030000000","-0.15000000","0.15000000","","","","","Transit","","","","","Kepler-108","294.55917","46.062325","12.654000","729.00000","-44.620000","39.620000","","","","","","","2.1900000","-0.12000000","0.12000000","","","","","5854.0000","-92.000000","92.000000","","","3.9000000",",","","","","","","0.29200000","0.29200000","0.29200000","0.29200001","59.186416","59.186416","59.186416","706.64359","706.64359","706.64359","Jovian","2.1900000","G","19.637279","19 38 14.2042","+46 03 44.3700","5.0464706","1.6781554","3.9459025","2.1255874","3.7410744","2.2475362","3.7410744","2.0518222","3.7410744","6.0653748","","","0","0","Hot","0","0.11590989","Cygnus","Cyg","Swan","8.6541200","56.014221","0.29200000"
"Kepler-108 c","3.0000000","","","","8.1833000","-0.50445000","0.50445000","2014","2014-05-14","190.32349","-0.00098800000","0.00098800000","0.72100000","","","","","","","","","","","","","","","0.98900000","0.81000000","-0.060000000","0.060000000","","","","","Transit","","","","","Kepler-108","294.55917","46.062325","12.654000","729.00000","-44.620000","39.620000","","","","","","","2.1900000","-0.12000000","0.12000000","","","","","5854.0000","-92.000000","92.000000","","","3.9000000",",","","","","","","0.72100000","0.72100000","0.72100000","0.72100002","9.7077195","9.7077195","9.7077195","449.70137","449.70137","449.70137","Jovian","2.1900000","G","19.637279","19 38 14.2042","+46 03 44.3700","5.0464706","1.6781554","3.9459025","2.1255874","3.7410744","2.2475362","3.7410744","2.0518222","3.7410744","6.0653748","","","0","0","Hot","0","0.20213327","Cygnus","Cyg","Swan","8.1833000","50.939114","0.72100000"
"Kepler-1080 b","3.0000000","","","","3.2845300","-0.50445000","1.1322100","2016","2016-05-10","77.254840","-0.00031980000","0.00031980000","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1080","296.46452","49.182915","13.754000","688.00000","-84.390000","235.96000","0.090000000","-0.14300000","0.14700000","1.1000000","-0.060000000","0.10000000","1.1600000","-0.14000000","0.40000000","","3.8900000","-2.0200000","1.7000000","5956.0000","-87.980000","70.400000","","","4.3500000",",","","","","","","0.36637368","0.36637368","0.36637368","0.36637369","11.302509","11.302509","11.302509","467.13093","467.13093","467.13093","Neptunian","1.1600000","G","19.764302","19 45 51.4890","+49 10 58.4940","1.5171320","0.91444338","2.1448179","1.1582502","2.0334825","1.2245936","2.0334825","1.1180372","2.0334825","3.3256417","2.8433054","0.46310628","0","0","Hot","0","0.29800342","Cygnus","Cyg","Swan","3.2845300","10.813157","0.36637368"
"Kepler-1081 b","3.0000000","","","","1.0089000","-0.067260000","0.10089000","2016","2016-05-10","3.8569186","-9.6600000e-06","9.6600000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1081","289.44452","41.317757","13.746000","425.00000","-26.120000","38.430000","0.010000000","-0.15500000","0.14100000","0.88000000","-0.040000000","0.040000000","0.84000000","-0.050000000","0.070000000","","4.6800000","-2.9500000","6.8300000","5345.0000","-84.900000","67.900000","","","4.5400000",",","","","","","","0.046113783","0.046113783","0.046113783","0.046113784","242.64791","242.64791","242.64791","1005.5161","1005.5161","1005.5161","Terran","0.84000000","G","19.296302","19 17 46.6884","+41 19 03.9252","0.51598616","0.55274124","1.3194596","0.70012318","1.2509671","0.74065029","1.2509671","0.67587245","1.2509671","1.9394688","0.92393644","0.44336360","0","0","Hot","0","0.29869057","Lyra","Lyr","Lyre","1.0089000","1.0032039","0.046113783"
"Kepler-1082 b","3.0000000","","","","1.1210000","-0.13452000","0.17936000","2016","2016-05-10","1.5432066","-4.5400000e-06","4.5400000e-06","","","","","","","","","","","","","","","","","","","","","","","","Transit","","","","","Kepler-1082","289.35867","50.598484","13.380000","628.00000","-71.220000","99.240000","-0.060000000","-0.12500000","0.10500000","1.0300000","-0.060000000","0.060000000","1.1400000","-0.13000000","0.18000000","","5.7500000","-2.3300000","1.4000000","5923.0000","-64.280000","80.650000","","","4.3300000",",","","","","","","0.026387890","0.026387890","0.026387890","0.026387891","2058.0501","2058.0501","2058.0501","1715.9669","1715.9669","1715.9669","Terran","1.1400000","G","19.290579","19 17 26.0849","+50 35 54.5424","1.4330630","0.89053471","2.0903820","1.1279681","1.9818723","1.1926104","1.9818723","1.0888121","1.9818723","3.2321865","2.6283496","0.48355798","0","0","Hot","0","0.29242922","Cygnus","Cyg","Swan","1.1210000","1.4635061","0.026387890"
