P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
"Wolf 1061 c","3.0000000","3.4102945","-0.40999812","0.42906780","","","","2015","2017-03-30","17.871900","-0.0059000000","0.0059000000","0.089000000","-0.0031000000","0.0029000000","0.11000000","-0.070000000","0.10000000","","","","","","","","","","20.700000","","","","","","","","Radial Velocity","","","","","Wolf 1061","247.57524","-12.662594","10.030000","4.3100000","0.0000000","0.0000000","-0.090000000","-0.090000000","0.090000000","0.29000000","","","0.31000000","-0.030000000","0.030000000","M3.5","","","","3342.0000","-49.000000","49.000000","","","",", HIP 80824","","","","","0.0018017582","0.089538450","0.079210000","0.098790000","0.089135153","1.3642731","1.1005552","1.7118976","274.71341","260.94433","291.41665","Terran","0.31000000","M","16.505017","16 30 18.0609","-12 39 45.3384","0.010740829","0.084920426","0.22208108","0.10756348","0.21054797","0.11405512","0.21054797","0.10382368","0.21054797","0.27982253","0.020439625","0.30536350","1","0","Warm","1","0.79271108","Ophiuchus","Oph","Serpent Holder","1.6645224","3.4102945","0.089000000"
"Wolf 1061 d","3.0000000","7.7009725","-1.0615455","1.1187546","","","","2015","2017-03-30","217.21000","-0.52000000","0.55000000","0.47000000","-0.017000000","0.015000000","0.55000000","-0.090000000","0.080000000","","","","","","","","","","109.00000","","","","","","","","Radial Velocity","","","","","Wolf 1061","247.57524","-12.662594","10.030000","4.3100000","0.0000000","0.0000000","-0.090000000","-0.090000000","0.090000000","0.29000000","","","0.31000000","-0.030000000","0.030000000","M3.5","","","","3342.0000","-49.000000","49.000000","","","",", HIP 80824","","","","","0.0063116769","0.54108750","0.21150000","0.72850000","0.48984057","0.058219704","0.020238518","0.24011377","117.18634","96.092521","178.34017","Superterran","0.31000000","M","16.505017","16 30 18.0609","-12 39 45.3384","0.010740829","0.084920426","0.22208108","0.10756348","0.21054797","0.11405512","0.21054797","0.10382368","0.21054797","0.27982253","0.020439625","0.30536350","0","0","Cold","0","0.29228715","Ophiuchus","Oph","Serpent Holder","2.6893699","7.7009725","0.47000000"
"Wolf 503 b","3.0000000","","","","2.0290100","-0.078470000","0.078470000","2018","2018-09-06","6.0011800","-0.00011000000","8.0000000e-05","0.057100000","-0.0020000000","0.0020000000","","","","","","","","","","","","","1.2800000","0.38700000","-0.061000000","0.067000000","","","","","Transit","","","","","Wolf 503","206.84769","-6.1368750","10.260000","44.580000","-0.10000000","0.10000000","-0.47000000","-0.080000000","0.080000000","0.69000000","-0.020000000","0.020000000","0.69000000","-0.020000000","0.030000000","K3.5 V","11.000000","-2.0000000","2.0000000","4716.0000","-60.000000","60.000000","","","4.6200000",", HIP 67285","","","","","","0.057100000","0.057100000","0.057100000","0.057100001","64.715721","64.715721","64.715721","722.59900","722.59900","722.59900","Superterran","0.69000000","K","13.789847","13 47 23.4475","-06 08 12.7500","0.21099979","0.36434544","0.89142857","0.46149930","0.84515311","0.48855743","0.84515311","0.44553048","0.84515311","1.2402373","0.28914967","0.47141853","0","0","Hot","0","0.27354750","Virgo","Vir","Virgin","2.0290100","4.7730150","0.057100000"
"XO-1 b","3.0000000","263.79724","-41.317640","41.317640","12.779400","-0.78470000","0.78470000","2006","2018-04-26","3.9415300","-2.7000000e-05","2.7000000e-05","","","","0.0000000","","","88.810000","-0.50000000","0.50000000","","","","","","","","","","","","","","","Transit","","","","","XO-1","240.54935","28.169586","11.190000","164.33000","-0.62000000","0.62000000","0.020000000","","","0.88000000","-0.19000000","0.19000000","0.88000000","-0.050000000","0.050000000","G1 V","","","","5750.0000","-75.000000","75.000000","","","4.5100000",",","4.5433887","20.642381","1.6152856","0.12639761","0.0031320455","0.046785758","0.046785758","0.046785758","0.046785759","346.49585","346.49585","346.49585","1099.1815","1099.1815","1099.1815","Jovian","0.88000000","G","16.036624","16 02 11.8470","+28 10 10.5096","0.75844723","0.65467125","1.5435436","0.82922292","1.4634196","0.87687819","1.4634196","0.80045850","1.4634196","2.3513997","1.8527630","0.44209135","0","0","Hot","0","0.072826722","Corona Borealis","CrB","Northern Crown","12.779400","263.79724","0.046785758"
"XO-2 N b","3.0000000","179.89065","-7.9457001","7.9457001","11.131530","-0.13452000","0.13452000","2007","2019-02-14","2.6158618","","","0.036800000","","","","","","88.010000","-0.28000000","0.33000000","","","","","","","0.23700000","0.28000000","-0.044000000","0.036000000","","","","","Transit","","","","","XO-2 N","117.02697","50.225800","11.138000","154.94000","-1.4500000","1.4500000","","","","0.97000000","","","0.99000000","-0.010000000","0.010000000","K0 V","","","","","","","","","4.4300000",",","4.0200075","16.160460","1.4517735","0.13041994","0.0020991589","0.036800000","0.036800000","0.036800000","0.036800001","","","","","","","Jovian","0.99000000","K","7.8017983","07 48 06.4738","+50 13 32.8800","","","","","","","","","","","","0.45667619","0","0","","0","","Lynx","Lyn","Lynx","11.131530","179.89065","0.036800000"
"XO-2 S b","3.0000000","82.635281","-12.713120","12.713120","","","","2014","2018-09-06","18.157000","-0.034000000","0.034000000","0.13000000","0.0000000","0.0000000","0.18000000","-0.040000000","0.040000000","","","","","","","","","","0.85500000","","","","","","","","Radial Velocity","","","","","XO-2 S","117.03117","50.217556","11.086000","152.06000","-0.95000000","0.95000000","0.39000000","","","0.98000000","-0.20000000","0.20000000","1.0000000","-0.040000000","0.040000000","","","","","5399.0000","-55.000000","55.000000","","","4.4300000",",","","","","","0.0046757959","0.13210600","0.10660000","0.15340000","0.13053219","45.793867","32.351263","66.992710","658.67563","607.59994","728.87289","Jovian","1.0000000","G","7.8020787","07 48 07.4832","+50 13 03.2016","0.76127568","0.66938894","1.5950128","0.84787252","1.5122166","0.89690250","1.5122166","0.81849916","1.5122166","2.3557801","1.0507844","0.45824016","0","0","Hot","0","0.10333384","Lynx","Lyn","Lynx","10.881423","82.635281","0.13000000"
"XO-2 S c","3.0000000","435.42436","-16.844884","16.844884","","","","2014","2014-07-09","120.80000","-0.34000000","0.34000000","0.47560000","-0.0087000000","0.0087000000","0.15280000","-0.0098000000","0.0094000000","","","","264.50000","-4.9000000","4.9000000","2456408.1","-1.9000000","1.8000000","3.1300000","","","","","","","","Radial Velocity","","","","","XO-2 S","117.03117","50.217556","11.086000","152.06000","-0.95000000","0.95000000","0.39000000","","","0.98000000","-0.20000000","0.20000000","1.0000000","-0.040000000","0.040000000","","","","","5399.0000","-55.000000","55.000000","","","4.4300000",",","","","","","0.030754492","0.48115212","0.40292832","0.54827168","0.47699886","3.4055582","2.5325051","4.6890663","344.56546","321.39010","374.90092","Jovian","1.0000000","G","7.8020787","07 48 07.4832","+50 13 03.2016","0.76127568","0.66938894","1.5950128","0.84787252","1.5122166","0.89690250","1.5122166","0.81849916","1.5122166","2.3557801","1.0507844","0.45824016","0","0","Hot","0","0.27799921","Lynx","Lyn","Lynx","13.577252","435.42436","0.47560000"
"XO-3 b","3.0000000","2316.9661","-378.21532","378.21532","15.806100","-1.3452000","1.3452000","2007","2018-04-26","3.1915400","-0.00014000000","0.00014000000","","","","0.29000000","0.0000000","0.0000000","79.320000","-1.3600000","1.3600000","","","","","","","","","","","","","","","Transit","","","","","XO-3","65.469581","57.817181","9.8000000","214.31000","-2.7000000","2.7000000","-0.18000000","","","0.58000000","-0.14000000","0.14000000","1.5400000","-0.11000000","0.11000000","F5 V","","","","6429.0000","-50.000000","50.000000","","","3.9500000",",","12.107305","146.58683","9.2740671","0.58673974","0.0039859013","0.036858781","0.025113703","0.045629122","0.035753944","3031.6213","1743.4904","5755.4897","1859.7685","1646.2652","2219.0418","Jovian","1.5400000","F","4.3646390","04 21 52.7003","+57 49 01.8516","3.6299763","1.3746001","3.1942456","1.7410702","3.0284364","1.8401159","3.0284364","1.6804971","3.0284364","5.1441742","5.1770505","0.38473390","0","0","Hot","0","0.057971706","Camelopardalis","Cam","Giraffe","15.806100","2316.9661","0.035371413"
"XO-4 b","3.0000000","451.31576","-60.387321","60.387321","14.012500","-0.89680000","0.89680000","2008","2018-04-26","4.1250800","-4.0000000e-06","4.0000000e-06","","","","0.0000000","","","88.800000","-0.60000000","0.60000000","","","","","","","","","","","","","","","Transit","","","","","XO-4","110.38822","58.268108","10.674000","274.79000","-2.9100000","2.9100000","-0.040000000","","","1.1000000","-0.22000000","0.22000000","1.4500000","-0.090000000","0.090000000","F5 V","","","","6397.0000","-70.000000","70.000000","","","4.1800000",",","5.6752166","32.208083","2.2985251","0.16403390","0.0038613856","0.051951174","0.051951174","0.051951174","0.051951175","1168.7976","1168.7976","1168.7976","1489.6346","1489.6346","1489.6346","Jovian","1.4500000","F","7.3592153","07 21 33.1749","+58 16 05.1888","3.1544965","1.2838383","2.9848855","1.6261127","2.8299438","1.7186588","2.8299438","1.5695466","2.8299438","4.7954437","6.0654291","0.47622847","0","0","Hot","0","0.065150540","Lynx","Lyn","Lynx","14.012500","451.31576","0.051951174"
"XO-5 b","3.0000000","378.21532","-9.5348401","9.5348401","12.779400","-0.33630000","0.33630000","2008","2015-02-12","4.1877558","-6.0000000e-07","6.0000000e-07","0.051500000","-0.00050000000","0.00050000000","0.0000000","","","86.800000","-0.20000000","0.20000000","","","","","","","0.18500000","0.55000000","-0.030000000","0.030000000","","","","","Transit","","","","","XO-5","116.71653","39.094578","12.130000","278.37000","-3.9000000","3.9000000","0.050000000","-0.060000000","0.060000000","1.0400000","-0.030000000","0.030000000","1.1300000","-0.030000000","0.030000000","G8 V","","","","5430.0000","-70.000000","70.000000","","","4.3500000",",","5.4401933","29.595703","2.3158914","0.18122067","0.0036770062","0.051500000","0.051500000","0.051500000","0.051500001","374.99925","374.99925","374.99925","1121.1211","1121.1211","1121.1211","Jovian","1.1300000","G","7.7811022","07 46 51.9679","+39 05 40.4808","0.99459175","0.76379551","1.8181089","0.96745058","1.7237320","1.0233633","1.7237320","0.93393125","1.7237320","2.6926890","1.1304352","0.46740739","0","0","Hot","0","0.072592766","Lynx","Lyn","Lynx","12.779400","378.21532","0.051500000"
"XO-6 b","3.0000000","1398.4432","","","23.204700","-2.4662000","2.4662000","2016","2016-12-21","3.7650007","-8.1000000e-06","8.1000000e-06","0.081500000","-0.0077000000","0.0077000000","0.0000000","","","86.000000","-0.20000000","0.20000000","","","","","","","0.34400000","0.63300000","-0.034000000","0.034000000","","","","","Transit","","","","","XO-6","94.793282","73.827682","10.250000","237.06000","-2.4300000","2.4300000","-0.070000000","-0.10000000","0.10000000","1.4700000","-0.060000000","0.060000000","1.9300000","-0.18000000","0.18000000","F5","1.8800000","-0.20000000","0.90000000","6720.0000","-100.00000","100.00000","","","4.0400000",",","7.7630867","60.265516","2.5971254","0.11192239","0.0080177403","0.081500000","0.081500000","0.081500000","0.081500002","1024.6255","1024.6255","1024.6255","1441.4056","1441.4056","1441.4056","Jovian","1.9300000","F","6.3195525","06 19 10.3889","+73 49 39.6552","6.8058184","1.8513353","4.2847151","2.3448865","4.0623026","2.4777754","4.0623026","2.2632118","4.0623026","7.0437503","11.636772","0.45188049","0","0","Hot","0","0.041440142","Camelopardalis","Cam","Giraffe","23.204700","1398.4432","0.081500000"
"YZ Cet b","3.0000000","0.75007409","-0.13030948","0.13030948","","","","2017","2017-08-24","1.9687600","-0.00021000000","0.00021000000","0.015570000","-0.00052000000","0.00052000000","0.0000000","-0.12000000","0.12000000","","","","","","","","","","4.3300000","","","","","","","","Radial Velocity","","","","","YZ Cet","18.127668","-16.998966","12.074000","3.6000000","","","-0.26000000","-0.080000000","0.080000000","0.13000000","-0.010000000","0.010000000","0.17000000","-0.010000000","0.010000000","M4.5","5.0000000","-1.0000000","1.0000000","3056.0000","-60.000000","60.000000","","","",", HIP 5643","","","","","0.00027933632","0.015570000","0.015570000","0.015570000","0.015570000","9.3158538","9.3158538","9.3158538","445.09281","445.09281","445.09281","Terran","0.17000000","M","1.2085113","01 12 30.6405","-16 59 56.2776","0.0022583949","0.039052494","0.10352452","0.049464883","0.098147384","0.052464921","0.098147384","0.047741819","0.098147384","0.12831095","0.0095704340","0.23697414","0","0","Hot","0","0.42941265","Cetus","Cet","Whale","0.93028194","0.75007409","0.015570000"
"YZ Cet c","3.0000000","0.97891025","-0.13984432","0.13984432","","","","2017","2017-08-24","3.0600800","-0.00022000000","0.00022000000","0.020900000","-0.00070000000","0.00070000000","0.040000000","-0.11000000","0.11000000","","","","","","","","","","5.8100000","","","","","","","","Radial Velocity","","","","","YZ Cet","18.127668","-16.998966","12.074000","3.6000000","","","-0.26000000","-0.080000000","0.080000000","0.13000000","-0.010000000","0.010000000","0.17000000","-0.010000000","0.010000000","M4.5","5.0000000","-1.0000000","1.0000000","3056.0000","-60.000000","60.000000","","","",", HIP 5643","","","","","0.00039337119","0.020916720","0.020064000","0.021736000","0.020904183","5.1743408","4.7801402","5.6100257","384.13006","376.70820","392.09032","Terran","0.17000000","M","1.2085113","01 12 30.6405","-16 59 56.2776","0.0022583949","0.039052494","0.10352452","0.049464883","0.098147384","0.052464921","0.098147384","0.047741819","0.098147384","0.12831095","0.0095704340","0.23697414","0","0","Hot","0","0.52193958","Cetus","Cet","Whale","1.0020232","0.97891025","0.020900000"
"YZ Cet d","3.0000000","1.1410025","-0.16844884","0.16844884","","","","2017","2017-08-24","4.6562700","-0.00042000000","0.00042000000","0.027640000","-0.00093000000","0.00093000000","0.12900000","-0.096000000","0.096000000","","","","","","","","","","7.6800000","","","","","","","","Radial Velocity","","","","","YZ Cet","18.127668","-16.998966","12.074000","3.6000000","","","-0.26000000","-0.080000000","0.080000000","0.13000000","-0.010000000","0.010000000","0.17000000","-0.010000000","0.010000000","M4.5","5.0000000","-1.0000000","1.0000000","3056.0000","-60.000000","60.000000","","","",", HIP 5643","","","","","0.00049673238","0.027869979","0.024074440","0.031205560","0.027697815","2.9810397","2.3191879","3.8966150","333.71223","314.39736","357.94540","Terran","0.17000000","M","1.2085113","01 12 30.6405","-16 59 56.2776","0.0022583949","0.039052494","0.10352452","0.049464883","0.098147384","0.052464921","0.098147384","0.047741819","0.098147384","0.12831095","0.0095704340","0.23697414","0","0","Hot","0","0.64777474","Cetus","Cet","Whale","1.0457877","1.1410025","0.027640000"
"alf Ari b","3.0000000","572.09041","-63.565601","63.565601","","","","2010","2019-01-31","380.80000","-0.30000000","0.30000000","1.2000000","","","0.25000000","-0.030000000","0.030000000","","","","89.160000","-6.8400000","6.8400000","2451213.5","-7.3600000","7.3600000","59.400000","","","","","","","","Radial Velocity","","","","","alf Ari","31.793364","23.462423","2.0000000","20.210000","-0.41000000","0.40000000","","","","1.5000000","","0.20000000","13.900000","","0.30000000","K1 IIIb","","","","4553.0000","","15.000000","","","","HD 12929, HIP 9884","","","","","0.065285818","1.2375000","0.90000000","1.5000000","1.2095732","53.353230","33.061787","91.838299","680.30873","610.90896","788.68007","Jovian","13.900000","K","2.1195577","02 07 10.4078","+23 27 44.7228","74.389022","6.8842277","16.966825","8.7199432","16.086033","9.2330118","16.086033","8.4181978","16.086033","23.287249","0.28308674","0.52809844","0","0","Hot","0","0.086346611","Aries","Ari","Ram","13.415153","572.09041","1.2000000"
"alf Tau b","3.0000000","2056.3472","-168.44884","168.44884","","","","2015","2015-06-04","628.96000","-0.90000000","0.90000000","1.4600000","-0.27000000","0.27000000","0.10000000","-0.050000000","0.050000000","","","","287.00000","-29.000000","29.000000","2451297.0","-50.000000","50.000000","71.500000","","","","","","","","Radial Velocity","","","","","alf Tau","68.980164","16.509302","0.85000000","20.430000","-0.32000000","0.32000000","-0.27000000","-0.050000000","0.050000000","1.1300000","-0.11000000","0.11000000","45.100000","-0.10000000","0.10000000","K5 III","6.6000000","-2.4000000","2.4000000","4055.0000","-70.000000","70.000000","","","1.2000000","HD 29139, HIP 21421","","","","","0.16046731","1.4673000","1.3140000","1.6060000","1.4618311","232.31746","191.03550","285.37402","992.76762","947.16018","1047.1250","Jovian","45.100000","K","4.5986778","04 35 55.2402","+16 30 33.4872","492.72564","17.981661","45.388832","22.776574","43.032347","24.131427","43.032347","21.987551","43.032347","59.933046","0.10948346","0.51031889","0","0","Hot","0","0.074818653","Taurus","Tau","Bull","12.680834","2056.3472","1.4600000"
"bet Cnc b","3.0000000","2479.0584","-254.26240","254.26240","","","","2014","2014-05-14","605.20000","-4.0000000","4.0000000","1.7000000","-0.10000000","0.10000000","0.080000000","-0.020000000","0.020000000","","","","58.900000","-5.9000000","5.9000000","2453229.8","-9.8000000","9.8000000","18.800000","","","","","","","","Radial Velocity","","","","","bet Cnc","124.12884","9.1855450","3.5300000","90.540000","-5.3800000","5.3800000","-0.29000000","-0.060000000","0.060000000","1.7000000","-0.10000000","0.10000000","47.200000","-1.3000000","1.3000000","K4 III","1.8500000","-0.34000000","0.34000000","4092.1000","-17.500000","17.500000","","","1.4000000","HD 69267, HIP 40526","","","","","0.17740584","1.7054400","1.5640000","1.8360000","1.7013630","194.29157","166.03982","228.81479","950.02671","914.53003","990.86830","Jovian","47.200000","K","8.2752563","08 16 30.9227","+09 11 07.9620","559.70295","19.148020","48.244257","24.253955","45.739549","25.695526","45.739549","23.413861","45.739549","63.876714","0.13370664","0.47304570","0","0","Hot","0","0.076229062","Cancer","Cnc","Crab","12.576953","2479.0584","1.7000000"
"bet Pic b","3.0000000","","","","","","","2008","2015-08-13","7665.0000","-730.00000","7300.0000","9.1000000","-0.50000000","5.3000000","0.080000000","-0.060000000","0.32000000","88.900000","-0.70000000","0.70000000","-8.0000000","-94.000000","93.000000","","","","461.00000","","","","","","","","Imaging","","","","","bet Pic","86.821198","-51.066513","3.8500000","19.750000","-0.13000000","0.13000000","","","","1.7600000","-0.17000000","0.18000000","","","","A5 V","","","","","","","","","","HD 39060, HIP 27321","","","","","","9.1291200","8.3720000","9.8280000","9.1072963","","","","","","","","","A","5.7880802","05 47 17.0886","-51 03 59.4468","","","","","","","","","","","","0.55700020","0","0","","0","","Pictor","Pic","Painter's Easel","0.0000000","0.0000000","9.1000000"
"bet UMi b","3.0000000","1938.7508","-317.82800","317.82800","","","","2014","2014-05-14","522.30000","-2.7000000","2.7000000","1.4000000","-0.10000000","0.10000000","0.19000000","-0.020000000","0.020000000","","","","307.40000","-2.8000000","2.8000000","2453175.3","-4.6000000","4.6000000","36.100000","","","","","","","","Radial Velocity","","","","","bet UMi","222.67636","74.155502","2.0800000","38.780000","-0.80000000","0.77000000","-0.27000000","-0.070000000","0.070000000","1.4000000","-0.20000000","0.20000000","38.300000","-1.1000000","1.1000000","K4 III","2.9500000","-1.0300000","1.0300000","4126.0000","-25.000000","25.000000","","","1.5000000","HD 131873, HIP 72607","","","","","0.12643372","1.4252700","1.1340000","1.6660000","1.4063937","197.93884","137.23127","296.19449","949.05685","871.98333","1056.9128","Jovian","38.300000","K","14.845092","14 50 42.3294","+74 09 19.8072","380.89309","15.782813","39.699025","19.991399","37.637979","21.178740","37.637979","19.299025","37.637979","52.694503","0.13284323","0.47926000","0","0","Hot","0","0.075450116","Ursa Minor","UMi","Little Bear","12.713733","1938.7508","1.4000000"
"eps CrB b","3.0000000","2129.4476","-95.348401","95.348401","","","","2012","2015-09-10","417.90000","-0.50000000","0.50000000","1.3000000","","","0.11000000","-0.030000000","0.030000000","","","","133.10000","-33.300000","33.300000","2451235.3","-39.700000","39.700000","18.600000","","","","","","","","Radial Velocity","","","","","eps CrB","239.39688","26.877880","4.1500000","69.980000","-1.0500000","1.0500000","-0.094000000","-0.0010000000","0.0010000000","1.7000000","-0.10000000","0.10000000","21.000000","","","K2 III","1.7400000","-0.37000000","0.37000000","4406.0000","-15.000000","15.000000","","","1.9400000","HD 143107, HIP 78159","","","","","0.12475499","1.3078650","1.1570000","1.4430000","1.3019741","88.646585","71.510950","111.23424","779.95588","740.86324","827.37907","Jovian","21.000000","K","15.959793","15 57 35.2544","+26 52 40.3680","148.90360","9.7892291","24.292074","12.399589","23.030980","13.131518","23.030980","11.970436","23.030980","32.947038","0.22927643","0.46823731","0","0","Hot","0","0.082254437","Corona Borealis","CrB","Northern Crown","12.661359","2129.4476","1.3000000"
"eps Eri b","3.0000000","492.63340","-76.278721","76.278721","","","","2000","2015-09-03","2502.0000","-10.000000","10.000000","3.3900000","-0.36000000","0.36000000","0.70200000","-0.039000000","0.039000000","30.100000","-3.8000000","3.8000000","47.000000","-3.0000000","3.0000000","2454207.5","-7.0000000","7.0000000","1060.0000","","","","","","","","Radial Velocity","","","","","eps Eri","53.232685","-9.4582620","3.8200000","3.2100000","0.0000000","0.0000000","-0.13000000","-0.040000000","0.040000000","0.83000000","-0.050000000","0.050000000","","","","K2 V","0.80000000","","","","","","","","","HD 22049, HIP 16537","","","","","0.084921259","4.2253028","1.0102200","5.7697800","3.6436739","","","","","","","Jovian","","K","3.5488459","03 32 55.8451","-09 27 29.7432","","","","","","","","","","","","0.32391610","0","0","","0","","Eridanus","Eri","River","13.503707","492.63340","3.3900000"
"eps Tau b","3.0000000","2415.4928","-63.565601","63.565601","","","","2006","2019-01-31","594.90000","-5.3000000","5.3000000","1.9300000","-0.030000000","0.030000000","0.15100000","-0.023000000","0.023000000","","","","94.400000","-7.4000000","7.4000000","2452879.0","-12.000000","12.000000","39.200000","","","","","","","","Radial Velocity","","","","","eps Tau","67.154167","19.180431","3.5400000","49.230000","-1.0300000","1.0300000","","","","2.7000000","","0.10000000","13.700000","","0.60000000","K0 III","","","","4901.0000","","20.000000","","","","HD 28305, HIP 20889","","","","","0.15792984","1.9520030","1.6385700","2.2214300","1.9355426","26.348899","19.660897","36.135876","574.72581","536.47037","624.63966","Jovian","13.700000","K","4.4769447","04 28 37.0009","+19 10 49.5516","97.021635","7.7507930","18.814845","9.8175403","17.838154","10.390896","17.838154","9.4777966","17.838154","26.594882","0.62612266","0.64240028","0","0","Hot","0","0.10937147","Taurus","Tau","Bull","12.591335","2415.4928","1.9300000"
"gam 1 Leo b","3.0000000","2790.5299","-317.82800","317.82800","","","","2009","2019-01-31","428.50000","-1.2500000","1.2500000","1.1900000","-0.020000000","0.020000000","0.14400000","-0.046000000","0.046000000","","","","206.70000","-9.2000000","9.2000000","2451236.0","-13.500000","13.500000","30.900000","","","","","","","","Radial Velocity","","","","","gam 1 Leo","154.99315","19.841488","1.9800000","38.520000","-1.2700000","1.1900000","","","","1.2300000","","0.21000000","31.880000","","1.6100000","K1 IIIb Fe-0.5","","","","4330.0000","","15.000000","","","","HD 89484, HIP 50583 A","","","","","0.13388537","1.2023379","1.0186400","1.3613600","1.1931058","228.41943","172.71533","308.48596","986.56262","923.58662","1067.7111","Jovian","31.880000","K","10.332877","10 19 58.3577","+19 50 29.3568","320.09350","14.386991","35.830823","18.223377","33.970684","19.300876","33.970684","17.592573","33.970684","48.306125","0.18063692","0.49429494","0","0","Hot","0","0.075740990","Leo","Leo","Lion","12.511628","2790.5299","1.1900000"
"gam Cep b","3.0000000","587.98181","-50.852480","50.852480","","","","2003","2014-08-27","903.30000","-1.5000000","1.5000000","2.0500000","-0.060000000","0.060000000","0.049000000","-0.034000000","0.034000000","","","","94.600000","-34.600000","34.600000","2453227.0","-87.000000","87.000000","151.00000","","","","","","","","Radial Velocity","","","","","gam Cep","354.83688","77.632278","3.2100000","13.540000","-0.070000000","0.070000000","","","","1.4000000","-0.12000000","0.12000000","4.9000000","","","K1 IV","","","","","","","","","","HD 222404, HIP 116727","","","","","0.14603766","2.0524610","1.9495500","2.1504500","2.0506159","","","","","","","Jovian","4.9000000","K","23.655794","23 39 20.8566","+77 37 56.2008","","","","","","","","","","","","0.51609202","0","0","","0","","Cepheus","Cep","Cepheus","13.398990","587.98181","2.0500000"
"gam Lib b","3.0000000","324.18456","-44.495920","44.495920","","","","2018","2018-04-26","415.20000","-1.9000000","1.8000000","1.2400000","-0.10000000","0.10000000","0.21000000","-0.10000000","0.10000000","","","","187.00000","-38.000000","30.000000","2450041.0","-33.000000","36.000000","26.100000","","","","","","","","Radial Velocity","","","","","gam Lib","233.88158","-14.789536","3.9100000","47.430000","-0.90000000","0.90000000","-0.30000000","-0.030000000","0.030000000","1.4700000","-0.20000000","0.20000000","11.100000","-0.30000000","1.1000000","K0 III","2.8200000","-0.82000000","1.9700000","4822.0000","-15.000000","15.000000","","","2.4700000","HD 138905, HIP 76333","","","","","0.059200537","1.2673420","0.97960000","1.5004000","1.2469367","39.700304","26.511196","62.193626","634.13770","578.09903","715.45344","Jovian","11.100000","K","15.592106","15 35 31.5814","-14 47 22.3296","59.682008","6.1003863","14.857524","7.7270625","14.086255","8.1790831","14.086255","7.4596795","14.086255","20.858616","0.44637578","0.48347290","0","0","Hot","0","0.091317419","Libra","Lib","Scales","13.754639","324.18456","1.2400000"
