P_NAME,P_RADIUS,P_RADIUS_EST,P_DETECTION,P_YEAR,P_SEMI_MAJOR_AXIS,P_PERIOD,P_MASS,P_DENSITY,P_HABZONE_CON
Kepler-600 b,2.9033900,2.9033900,Transit,2016,,23.675176,,,0
Kepler-601 b,1.9057000,1.9057000,Transit,2016,,5.3788684,,,0
Kepler-602 b,2.0850600,2.0850600,Transit,2016,,15.284695,,,0
Kepler-603 b,2.6455600,2.6455600,Transit,2016,,21.053586,,,0
Kepler-603 c,6.5018000,6.5018000,Transit,2016,,127.90758,,,0
Kepler-603 d,1.3227800,1.3227800,Transit,2016,,6.2171292,,,0
Kepler-604 b,2.5895100,2.5895100,Transit,2016,,25.855018,,,0
Kepler-605 b,1.4348800,1.4348800,Transit,2016,,3.3835381,,,0
Kepler-605 c,0.86317000,0.86317000,Transit,2016,,2.3589515,,,0
Kepler-606 b,3.3069500,3.3069500,Transit,2016,,24.315760,,,0
Kepler-607 b,0.87438000,0.87438000,Transit,2016,,0.63816320,,,0
Kepler-608 b,3.6432500,3.6432500,Transit,2016,,6.4125150,,,0
Kepler-609 b,3.3517900,3.3517900,Transit,2016,,6.5212107,,,0
Kepler-61 b,2.1523200,2.1523200,Transit,2013,,59.877560,,,0
Kepler-610 b,4.1925400,4.1925400,Transit,2016,,6.9969266,,,0
Kepler-610 c,3.2957400,3.2957400,Transit,2016,,151.86392,,,0
Kepler-611 b,1.6478700,1.6478700,Transit,2016,,2.4370333,,,0
Kepler-612 b,2.8361300,2.8361300,Transit,2016,,3.7221564,,,0
Kepler-613 b,2.2868400,2.2868400,Transit,2016,,15.779796,,,0
Kepler-614 b,2.3877300,2.3877300,Transit,2016,,14.034915,,,0
Kepler-615 b,1.7375500,1.7375500,Transit,2016,,10.355847,,,0
Kepler-616 b,2.4325700,2.4325700,Transit,2016,,9.9976185,,,0
Kepler-616 c,3.4078400,3.4078400,Transit,2016,,90.411356,,,0
Kepler-617 b,1.3227800,1.3227800,Transit,2016,,1.6826961,,,0
Kepler-618 b,2.6007200,2.6007200,Transit,2016,,3.5957696,,,0
Kepler-619 b,3.1612200,3.1612200,Transit,2016,,5.4042722,,,0
Kepler-619 c,1.6927100,1.6927100,Transit,2016,,1.2084650,,,0
Kepler-62 b,1.3115700,1.3115700,Transit,2013,0.055300000,5.7149320,,,0
Kepler-62 c,0.53808000,0.53808000,Transit,2013,0.092900000,12.441700,,,0
Kepler-62 d,1.9505400,1.9505400,Transit,2013,0.12000000,18.164060,,,0
Kepler-62 e,1.6142400,1.6142400,Transit,2013,0.42700000,122.38740,,,0
Kepler-62 f,1.4124600,1.4124600,Transit,2013,0.71800000,267.29100,,,1
Kepler-620 b,3.3181600,3.3181600,Transit,2016,,12.913754,,,0
Kepler-621 b,2.2980500,2.2980500,Transit,2016,,2.6281137,,,0
Kepler-622 b,2.1299000,2.1299000,Transit,2016,,14.282267,,,0
Kepler-623 b,3.0154900,3.0154900,Transit,2016,,9.0709773,,,0
Kepler-624 b,2.3092600,2.3092600,Transit,2016,,14.586496,,,0
Kepler-625 b,1.9953800,1.9953800,Transit,2016,,7.7519249,,,0
Kepler-625 c,1.0537400,1.0537400,Transit,2016,,4.1653651,,,0
Kepler-626 b,2.2868400,2.2868400,Transit,2016,,14.485852,,,0
Kepler-627 b,3.7329300,3.7329300,Transit,2016,,40.699444,,,0
Kepler-628 b,8.3962900,8.3962900,Transit,2016,,15.458057,,,0
Kepler-629 b,1.3788300,1.3788300,Transit,2016,,7.2385854,,,0
Kepler-63 b,6.1094500,6.1094500,Transit,2013,0.080000000,9.4341505,120.13899,0.52683863,0
Kepler-630 b,3.1836400,3.1836400,Transit,2016,,161.47439,,,0
Kepler-631 b,2.9033900,2.9033900,Transit,2016,,17.979791,,,0
Kepler-632 b,2.2083700,2.2083700,Transit,2016,,30.996607,,,0
Kepler-633 b,1.6254500,1.6254500,Transit,2016,,8.5034072,,,0
Kepler-634 b,1.8944900,1.8944900,Transit,2016,,5.1695018,,,0
Kepler-635 b,2.6455600,2.6455600,Transit,2016,,23.449710,,,0
Kepler-636 b,4.4503700,4.4503700,Transit,2016,,16.080661,,,0
Kepler-637 b,4.7530400,4.7530400,Transit,2016,,23.205846,,,0
Kepler-638 b,1.8272300,1.8272300,Transit,2016,,6.0797289,,,0
Kepler-639 b,2.3765200,2.3765200,Transit,2016,,10.214205,,,0
Kepler-640 b,2.5558800,2.5558800,Transit,2016,,22.248140,,,0
Kepler-641 b,1.8496500,1.8496500,Transit,2016,,9.4896157,,,0
Kepler-642 b,2.9033900,2.9033900,Transit,2016,,4.4174586,,,0
Kepler-643 b,10.156260,10.156260,Transit,2016,,16.338896,,,0
Kepler-644 b,3.1500100,3.1500100,Transit,2016,,3.1739171,,,0
Kepler-645 b,2.0962700,2.0962700,Transit,2016,,3.2758226,,,0
Kepler-646 b,1.9953800,1.9953800,Transit,2016,,15.873646,,,0
Kepler-647 b,1.1658400,1.1658400,Transit,2016,,16.225465,,,0
Kepler-648 b,3.2172700,3.2172700,Transit,2016,,17.421175,,,0
Kepler-649 b,2.2644200,2.2644200,Transit,2016,,29.907227,,,0
Kepler-65 b,1.4236700,1.4236700,Transit,2012,0.035000000,2.1549100,,,0
Kepler-65 c,2.5783000,2.5783000,Transit,2012,0.068000000,5.8599440,,,0
Kepler-65 d,1.5245600,1.5245600,Transit,2012,0.084000000,8.1312300,,,0
Kepler-65 e,,13.887363,Radial Velocity,2019,,258.80000,260.61896,,0
Kepler-650 b,2.9594400,2.9594400,Transit,2016,,3.0321456,,,0
Kepler-651 b,2.3653100,2.3653100,Transit,2016,,21.385215,,,0
Kepler-652 b,2.4886200,2.4886200,Transit,2016,,4.1820025,,,0
Kepler-653 b,1.9505400,1.9505400,Transit,2016,,14.707490,,,0
Kepler-653 c,0.78470000,0.78470000,Transit,2016,,0.90037648,,,0
Kepler-654 b,2.0738500,2.0738500,Transit,2016,,13.724651,,,0
Kepler-655 b,2.7128200,2.7128200,Transit,2016,,46.406336,,,0
Kepler-656 b,3.1163800,3.1163800,Transit,2016,,1.2602591,,,0
Kepler-657 b,3.5199400,3.5199400,Transit,2016,,24.543504,,,0
Kepler-658 b,1.6254500,1.6254500,Transit,2016,,1.2870768,,,0
Kepler-659 b,2.4998300,2.4998300,Transit,2016,,17.671796,,,0
Kepler-66 b,2.8025000,2.8025000,Transit,2013,0.13520000,17.815815,,,0
Kepler-660 b,2.5670900,2.5670900,Transit,2016,,9.2735819,,,0
Kepler-661 b,3.0715400,3.0715400,Transit,2016,,6.0293013,,,0
Kepler-662 b,2.1747400,2.1747400,Transit,2016,,21.676975,,,0
Kepler-663 b,2.6007200,2.6007200,Transit,2016,,4.9967828,,,0
Kepler-664 b,2.6567700,2.6567700,Transit,2016,,2.5255933,,,0
Kepler-665 b,2.6007200,2.6007200,Transit,2016,,16.013102,,,0
Kepler-666 b,2.3989400,2.3989400,Transit,2016,,4.4987609,,,0
Kepler-667 b,4.7306200,4.7306200,Transit,2016,,41.439628,,,0
Kepler-668 b,2.7016100,2.7016100,Transit,2016,,8.3539064,,,0
Kepler-669 b,4.8315100,4.8315100,Transit,2016,,4.1255469,,,0
Kepler-67 b,2.9370200,2.9370200,Transit,2013,0.11710000,15.725900,,,0
Kepler-670 b,13.182960,13.182960,Transit,2016,,2.8165048,,,0
Kepler-671 b,2.6904000,2.6904000,Transit,2016,,4.2809586,,,0
Kepler-672 b,2.4998300,2.4998300,Transit,2016,,38.377462,,,0
Kepler-673 b,6.5354300,6.5354300,Transit,2016,,3.7287311,,,0
Kepler-674 b,1.6927100,1.6927100,Transit,2016,,2.2433819,,,0
Kepler-675 b,2.4437800,2.4437800,Transit,2016,,2.3374380,,,0
Kepler-676 b,3.0379100,3.0379100,Transit,2016,,11.598222,,,0
Kepler-677 b,5.3808000,5.3808000,Transit,2016,,6.5753168,,,0
Kepler-678 b,5.1453900,5.1453900,Transit,2016,,7.2750372,,,0
Kepler-679 b,3.0154900,3.0154900,Transit,2016,,12.393586,,,0
Kepler-68 b,,2.6788957,Transit,2013,,5.3988000,7.6501200,,0
Kepler-68 c,,1.2299984,Transit,2013,,9.6051000,2.0404558,,0
Kepler-68 d,,13.925859,Radial Velocity,2013,,634.60000,244.72756,,1
Kepler-680 b,2.4213600,2.4213600,Transit,2016,,3.6899263,,,0
Kepler-681 b,3.0827500,3.0827500,Transit,2016,,26.394356,,,0
Kepler-682 b,7.3761800,7.3761800,Transit,2016,,12.611907,,,0
Kepler-683 b,1.9729600,1.9729600,Transit,2016,,2.5391832,,,0
Kepler-684 b,3.3630000,3.3630000,Transit,2016,,6.7703020,,,0
Kepler-685 b,10.582240,10.582240,Transit,2016,,1.6255222,,,0
Kepler-686 b,12.151640,12.151640,Transit,2016,,1.5947455,,,0
Kepler-687 b,3.5199400,3.5199400,Transit,2016,,20.505870,,,0
Kepler-688 b,9.7639100,9.7639100,Transit,2016,,3.8959368,,,0
Kepler-689 b,2.8921800,2.8921800,Transit,2016,,22.366561,,,0
Kepler-69 b,2.2420000,2.2420000,Transit,2013,0.094000000,13.722341,,,0
Kepler-69 c,1.7151300,1.7151300,Transit,2013,0.64000000,242.46130,,,0
Kepler-690 b,5.9525100,5.9525100,Transit,2016,,7.7480944,,,0
Kepler-691 b,2.0850600,2.0850600,Transit,2016,,8.1143790,,,0
Kepler-692 b,3.1051700,3.1051700,Transit,2016,,21.812935,,,0
Kepler-693 b,10.178680,10.178680,Transit,2016,,15.375633,,,0
Kepler-694 b,2.8025000,2.8025000,Transit,2016,,6.3658416,,,0
Kepler-695 b,9.2146200,9.2146200,Transit,2016,,3.0403304,,,0
Kepler-696 b,6.1430800,6.1430800,Transit,2016,,4.1904256,,,0
Kepler-697 b,4.1252800,4.1252800,Transit,2016,,3.7098707,,,0
Kepler-698 b,3.6768800,3.6768800,Transit,2016,,16.329762,,,0
Kepler-699 b,14.113390,14.113390,Transit,2016,,27.807563,,,0
Kepler-7 b,18.182620,18.182620,Transit,2009,0.060670000,4.8854892,140.16215,0.023316392,0
Kepler-700 b,5.9861400,5.9861400,Transit,2016,,80.872064,,,0
Kepler-701 b,2.8361300,2.8361300,Transit,2016,,10.355332,,,0
Kepler-702 b,9.1697800,9.1697800,Transit,2016,,10.526294,,,0
Kepler-703 b,8.2057200,8.2057200,Transit,2016,,4.5835218,,,0
Kepler-704 b,2.6119300,2.6119300,Transit,2016,,3.7618211,,,0
Kepler-705 b,2.1074800,2.1074800,Transit,2016,,56.056054,,,1
Kepler-706 b,13.171750,13.171750,Transit,2016,,41.408313,,,0
Kepler-707 b,1.3339900,1.3339900,Transit,2016,,2.2374927,,,0
Kepler-708 b,2.9258100,2.9258100,Transit,2016,,3.1678919,,,0
Kepler-709 b,2.9258100,2.9258100,Transit,2016,,16.085250,,,0
Kepler-710 b,1.8832800,1.8832800,Transit,2016,,4.3472855,,,0
Kepler-711 b,3.4078400,3.4078400,Transit,2016,,23.589144,,,0
Kepler-712 b,3.4078400,3.4078400,Transit,2016,,21.022477,,,0
Kepler-712 c,4.8539300,4.8539300,Transit,2016,,226.89047,,,1
Kepler-713 b,2.4774100,2.4774100,Transit,2016,,7.4111410,,,0
Kepler-714 b,9.6742300,9.6742300,Transit,2016,,8.0988880,,,0
Kepler-715 b,3.7553500,3.7553500,Transit,2016,,10.006530,,,0
Kepler-716 b,2.9033900,2.9033900,Transit,2016,,10.371685,,,0
Kepler-717 b,2.4213600,2.4213600,Transit,2016,,4.4084002,,,0
Kepler-718 b,16.557170,16.557170,Transit,2016,,2.0523499,,,0
Kepler-719 b,8.5196000,8.5196000,Transit,2016,,5.0073178,,,0
Kepler-720 b,8.4075000,8.4075000,Transit,2016,,4.7083265,,,0
Kepler-721 b,2.6455600,2.6455600,Transit,2016,,5.3920254,,,0
Kepler-722 b,2.6343500,2.6343500,Transit,2016,,4.0935733,,,0
Kepler-722 c,2.8249200,2.8249200,Transit,2016,,105.14475,,,0
Kepler-723 b,12.196480,12.196480,Transit,2016,,4.0822751,,,0
Kepler-724 b,3.2957400,3.2957400,Transit,2016,,3.3149463,,,0
Kepler-725 b,10.627080,10.627080,Transit,2016,,39.643178,,,0
Kepler-726 b,3.2621100,3.2621100,Transit,2016,,21.804511,,,0
Kepler-727 b,2.5334600,2.5334600,Transit,2016,,5.1544844,,,0
Kepler-728 b,3.3405800,3.3405800,Transit,2016,,5.7434773,,,0
Kepler-729 b,3.5759900,3.5759900,Transit,2016,,3.1663537,,,0
Kepler-730 b,12.331000,12.331000,Transit,2016,0.069400000,6.4916828,,,0
Kepler-730 c,1.5694000,1.5694000,Transit,2018,0.039970000,2.8518834,,,0
Kepler-731 b,13.877980,13.877980,Transit,2016,,3.8556036,,,0
Kepler-732 b,2.1747400,2.1747400,Transit,2016,,9.4678140,,,0
Kepler-732 c,1.2667300,1.2667300,Transit,2016,,0.89304124,,,0
Kepler-733 b,2.8249200,2.8249200,Transit,2016,,20.834247,,,0
Kepler-734 b,3.5647800,3.5647800,Transit,2016,,6.1048529,,,0
Kepler-735 b,2.9482300,2.9482300,Transit,2016,,11.515170,,,0
Kepler-736 b,2.9258100,2.9258100,Transit,2016,,3.6014720,,,0
Kepler-737 b,1.9617500,1.9617500,Transit,2016,,28.599154,,,0
Kepler-738 b,2.4998300,2.4998300,Transit,2016,,24.587216,,,0
Kepler-739 b,3.3181600,3.3181600,Transit,2016,,12.532485,,,0
Kepler-74 b,10.761600,10.761600,Transit,2013,0.078100000,7.3407110,200.23164,0.16065793,0
Kepler-740 b,4.5736800,4.5736800,Transit,2016,,3.5841012,,,0
Kepler-741 b,2.9706500,2.9706500,Transit,2016,,7.0390237,,,0
Kepler-742 b,3.2396900,3.2396900,Transit,2016,,8.3608682,,,0
Kepler-743 b,1.2106800,1.2106800,Transit,2016,,3.1792629,,,0
Kepler-744 b,1.6254500,1.6254500,Transit,2016,,12.062224,,,0
Kepler-745 b,2.1635300,2.1635300,Transit,2016,,9.9314356,,,0
Kepler-746 b,1.1097900,1.1097900,Transit,2016,,3.4815925,,,0
Kepler-747 b,5.2687000,5.2687000,Transit,2016,,35.617606,,,0
Kepler-748 b,2.5222500,2.5222500,Transit,2016,,7.4074279,,,0
Kepler-749 b,3.1051700,3.1051700,Transit,2016,,17.317166,,,0
Kepler-75 b,11.770500,11.770500,Transit,2013,0.081800000,8.8849116,3210.0628,1.9684700,0
Kepler-750 b,3.0715400,3.0715400,Transit,2016,,9.4288718,,,0
Kepler-750 c,1.6254500,1.6254500,Transit,2016,,4.0889902,,,0
Kepler-751 b,2.4549900,2.4549900,Transit,2016,,17.444906,,,0
Kepler-752 b,2.8137100,2.8137100,Transit,2016,,18.827473,,,0
Kepler-753 b,1.9057000,1.9057000,Transit,2016,,5.7477250,,,0
Kepler-754 b,2.0065900,2.0065900,Transit,2016,,14.559624,,,0
Kepler-755 b,1.7599700,1.7599700,Transit,2016,,1.2690904,,,0
Kepler-755 c,1.2555200,1.2555200,Transit,2016,,2.8531336,,,0
Kepler-756 b,1.1210000,1.1210000,Transit,2016,,1.2248663,,,0
Kepler-757 b,1.3564100,1.3564100,Transit,2016,,1.0226788,,,0
Kepler-758 b,2.4774100,2.4774100,Transit,2016,,12.109710,,,0
Kepler-758 c,1.6927100,1.6927100,Transit,2016,,4.7579399,,,0
Kepler-758 d,2.1186900,2.1186900,Transit,2016,,20.496620,,,0
Kepler-758 e,1.5245600,1.5245600,Transit,2016,,8.1934719,,,0
Kepler-759 b,2.2756300,2.2756300,Transit,2016,,41.805985,,,0
Kepler-76 b,15.245600,15.245600,Orbital Brightness Modulation,2013,0.027400000,1.5449298,638.83429,0.18028295,0
Kepler-760 b,3.0603300,3.0603300,Transit,2016,,8.7041942,,,0
Kepler-760 c,1.4797200,1.4797200,Transit,2016,,2.4669744,,,0
Kepler-761 b,2.0290100,2.0290100,Transit,2016,,10.128048,,,0
Kepler-762 b,12.678510,12.678510,Transit,2016,,3.7705521,,,0
Kepler-763 b,1.2218900,1.2218900,Transit,2016,,1.1965516,,,0
Kepler-764 b,1.6366600,1.6366600,Transit,2016,,7.3368394,,,0
Kepler-765 b,2.4325700,2.4325700,Transit,2016,,27.665523,,,0
Kepler-766 b,3.3854200,3.3854200,Transit,2016,,6.1002780,,,0
Kepler-767 b,6.6363200,6.6363200,Transit,2016,,161.52801,,,0
Kepler-768 b,1.7936000,1.7936000,Transit,2016,,11.391003,,,0
Kepler-769 b,2.9258100,2.9258100,Transit,2016,,7.4260900,,,0
Kepler-769 c,1.7936000,1.7936000,Transit,2016,,15.987017,,,0
Kepler-77 b,10.761600,10.761600,Transit,2013,0.045010000,3.5787809,136.66604,0.10965541,0
Kepler-770 b,2.2980500,2.2980500,Transit,2016,,18.925403,,,0
Kepler-770 c,1.1994700,1.1994700,Transit,2016,,1.4753223,,,0
Kepler-770 d,1.4012500,1.4012500,Transit,2016,,4.1524472,,,0
Kepler-771 b,1.8160200,1.8160200,Transit,2016,,8.7348584,,,0
Kepler-772 b,1.8160200,1.8160200,Transit,2016,,12.992073,,,0
Kepler-773 b,1.4348800,1.4348800,Transit,2016,,3.7491001,,,0
Kepler-774 b,3.1724300,3.1724300,Transit,2016,,11.089572,,,0
Kepler-775 b,1.1882600,1.1882600,Transit,2016,,0.97486893,,,0
Kepler-776 b,1.2779400,1.2779400,Transit,2016,,4.8971878,,,0
Kepler-777 b,1.4685100,1.4685100,Transit,2016,,5.7281260,,,0
Kepler-778 b,1.6815000,1.6815000,Transit,2016,,3.7557443,,,0
Kepler-779 b,0.91922000,0.91922000,Transit,2016,,7.0971422,,,0
Kepler-78 b,1.1210000,1.1210000,Transit,2013,,0.35500744,3.1782800,2.2561882,0
Kepler-780 b,0.88559000,0.88559000,Transit,2016,,0.67737516,,,0
Kepler-781 b,2.8921800,2.8921800,Transit,2016,,13.214073,,,0
Kepler-782 b,3.2060600,3.2060600,Transit,2016,,158.68533,,,0
Kepler-783 b,0.78470000,0.78470000,Transit,2016,,4.2926464,,,0
Kepler-784 b,1.5806100,1.5806100,Transit,2016,,31.592265,,,0
Kepler-785 b,13.026020,13.026020,Transit,2016,,1.9737609,,,0
Kepler-786 b,2.4325700,2.4325700,Transit,2016,,53.529349,,,0
Kepler-787 b,1.2779400,1.2779400,Transit,2016,,0.92831050,,,0
Kepler-788 b,2.5446700,2.5446700,Transit,2016,,8.3984627,,,0
Kepler-789 b,2.1186900,2.1186900,Transit,2016,,8.6384772,,,0
Kepler-79 b,3.4751000,3.4751000,Transit,2012,0.11700000,13.484500,10.901501,0.25976723,0
Kepler-79 c,3.7217200,3.7217200,Transit,2012,0.18700000,27.402900,6.0387321,0.11714255,0
Kepler-79 d,7.1631900,7.1631900,Transit,2014,0.28700000,52.090200,6.0387321,0.016429576,0
Kepler-79 e,3.4863100,3.4863100,Transit,2014,0.38600000,81.065900,4.1317640,0.097507383,0
Kepler-790 b,2.1747400,2.1747400,Transit,2016,,13.734698,,,0
Kepler-791 b,3.0491200,3.0491200,Transit,2016,,14.553976,,,0
Kepler-792 b,1.9617500,1.9617500,Transit,2016,,11.301192,,,0
Kepler-793 b,1.3676200,1.3676200,Transit,2016,,4.2415364,,,0
Kepler-794 b,2.1074800,2.1074800,Transit,2016,,11.131251,,,0
Kepler-795 b,1.6815000,1.6815000,Transit,2016,,29.619342,,,0
Kepler-796 b,1.3003600,1.3003600,Transit,2016,,6.4008762,,,0
Kepler-797 b,2.1747400,2.1747400,Transit,2016,,27.072377,,,0
Kepler-798 b,2.3877300,2.3877300,Transit,2016,,13.719334,,,0
Kepler-799 b,6.8829400,6.8829400,Transit,2016,,133.46052,,,0
Kepler-8 b,15.873360,15.873360,Transit,2010,0.047400000,3.5224991,187.51852,0.046885394,0
Kepler-80 b,2.6679800,2.6679800,Transit,2012,0.064800000,7.0524600,6.9286505,0.36483873,0
Kepler-80 c,2.7352400,2.7352400,Transit,2012,0.079200000,9.5235500,6.7411319,0.32941738,0
Kepler-80 d,1.5245600,1.5245600,Transit,2014,0.037200000,3.0722200,6.7506668,1.9050795,0
Kepler-80 e,1.6030300,1.6030300,Transit,2014,0.049100000,4.6448900,4.1285858,1.0022507,0
Kepler-80 f,1.2106800,1.2106800,Transit,2016,0.017500000,0.98678730,,,0
Kepler-80 g,1.1322100,1.1322100,Transit,2017,,14.645580,,,0
Kepler-800 b,2.8473400,2.8473400,Transit,2016,,14.131760,,,0
Kepler-801 b,1.9953800,1.9953800,Transit,2016,,11.419283,,,0
Kepler-802 b,3.5423600,3.5423600,Transit,2016,,40.058747,,,0
Kepler-803 b,3.7889800,3.7889800,Transit,2016,,50.286382,,,0
Kepler-804 b,1.9393300,1.9393300,Transit,2016,,14.374574,,,0
Kepler-804 c,1.1434200,1.1434200,Transit,2016,,9.6518502,,,0
Kepler-805 b,2.8921800,2.8921800,Transit,2016,,30.863893,,,0
Kepler-806 b,1.1434200,1.1434200,Transit,2016,,8.0921964,,,0
Kepler-807 b,10.425300,10.425300,Transit,2016,,117.93109,,,0
Kepler-808 b,1.4573000,1.4573000,Transit,2016,,0.63133235,,,0
Kepler-809 b,3.0154900,3.0154900,Transit,2016,,55.639340,,,0
Kepler-81 b,2.4213600,2.4213600,Transit,2012,,5.9550000,,,0
Kepler-81 c,2.3653100,2.3653100,Transit,2012,,12.040000,,,0
Kepler-81 d,1.2106800,1.2106800,Transit,2014,0.12800000,20.837846,,,0
Kepler-810 b,1.9281200,1.9281200,Transit,2016,,4.5972539,,,0
Kepler-811 b,2.7016100,2.7016100,Transit,2016,,23.584477,,,0
Kepler-812 b,3.5535700,3.5535700,Transit,2016,,10.117165,,,0
Kepler-813 b,2.1411100,2.1411100,Transit,2016,,19.129473,,,0
Kepler-814 b,2.1186900,2.1186900,Transit,2016,,6.1469851,,,0
Kepler-815 b,4.1140700,4.1140700,Transit,2016,,8.5750355,,,0
Kepler-816 b,10.245940,10.245940,Transit,2016,,10.506826,,,0
Kepler-817 b,9.0352600,9.0352600,Transit,2016,,3.9901062,,,0
Kepler-818 b,5.1117600,5.1117600,Transit,2016,,10.035386,,,0
Kepler-819 b,2.7576600,2.7576600,Transit,2016,,33.199565,,,0
Kepler-82 b,4.0019700,4.0019700,Transit,2012,,26.444000,,,0
Kepler-82 c,5.3471700,5.3471700,Transit,2012,,51.538000,,,0
Kepler-82 d,1.7711800,1.7711800,Transit,2014,0.034000000,2.3829610,,,0
Kepler-82 e,2.4662000,2.4662000,Transit,2014,0.063000000,5.9022060,,,0
Kepler-820 b,6.0870300,6.0870300,Transit,2016,,127.83381,,,0
Kepler-821 b,1.3115700,1.3115700,Transit,2016,,1.9227987,,,0
Kepler-822 b,1.7711800,1.7711800,Transit,2016,,3.2229693,,,0
Kepler-823 b,1.5694000,1.5694000,Transit,2016,,4.1680908,,,0
Kepler-824 b,1.8720700,1.8720700,Transit,2016,,4.5143663,,,0
Kepler-825 b,1.5245600,1.5245600,Transit,2016,,3.7736006,,,0
Kepler-825 c,1.8384400,1.8384400,Transit,2016,,8.1818246,,,0
Kepler-826 b,1.2555200,1.2555200,Transit,2016,,4.4875891,,,0
Kepler-827 b,5.6274200,5.6274200,Transit,2016,,51.929276,,,0
Kepler-828 b,1.5133500,1.5133500,Transit,2016,,0.56785714,,,0
Kepler-829 b,2.1074800,2.1074800,Transit,2016,,6.8833756,,,0
Kepler-83 b,2.8249200,2.8249200,Transit,2012,,9.7700000,,,0
Kepler-83 c,2.3653100,2.3653100,Transit,2012,,20.090000,,,0
Kepler-83 d,1.9393300,1.9393300,Transit,2014,0.051000000,5.1697960,,,0
Kepler-830 b,1.7039200,1.7039200,Transit,2016,,11.296951,,,0
Kepler-831 b,1.2667300,1.2667300,Transit,2016,,5.6215394,,,0
Kepler-832 b,2.0626400,2.0626400,Transit,2016,,7.1396941,,,0
Kepler-833 b,2.0178000,2.0178000,Transit,2016,,18.754700,,,0
Kepler-834 b,2.0178000,2.0178000,Transit,2016,,13.323883,,,0
Kepler-835 b,2.7912900,2.7912900,Transit,2016,,11.419094,,,0
Kepler-836 b,2.7352400,2.7352400,Transit,2016,,11.361123,,,0
Kepler-837 b,2.5558800,2.5558800,Transit,2016,,16.560595,,,0
Kepler-838 b,2.7352400,2.7352400,Transit,2016,,15.749580,,,0
Kepler-839 b,2.5670900,2.5670900,Transit,2016,,37.814451,,,0
Kepler-84 b,2.2307900,2.2307900,Transit,2012,,8.7260000,,,0
Kepler-84 c,2.3653100,2.3653100,Transit,2012,,12.883000,,,0
Kepler-84 d,1.3788300,1.3788300,Transit,2014,0.052000000,4.2245370,,,0
Kepler-84 e,2.6007200,2.6007200,Transit,2014,0.18100000,27.434389,,,0
Kepler-84 f,2.1971600,2.1971600,Transit,2014,0.25000000,44.552169,,,0
Kepler-840 b,17.072830,17.072830,Transit,2016,,2.4957796,,,0
Kepler-841 b,5.2350700,5.2350700,Transit,2016,,124.41984,,,0
Kepler-842 b,1.6030300,1.6030300,Transit,2016,,1.2195683,,,0
Kepler-843 b,2.5895100,2.5895100,Transit,2016,,2.0538798,,,0
Kepler-844 b,1.6815000,1.6815000,Transit,2016,,2.6130209,,,0
Kepler-845 b,2.0402200,2.0402200,Transit,2016,,0.92785982,,,0
Kepler-846 b,2.4774100,2.4774100,Transit,2016,,19.807922,,,0
Kepler-847 b,1.1770500,1.1770500,Transit,2016,,2.3432319,,,0
Kepler-848 b,1.7039200,1.7039200,Transit,2016,,6.9113442,,,0
Kepler-849 b,7.1407700,7.1407700,Transit,2016,,394.62449,,,0
Kepler-85 b,1.9729600,1.9729600,Transit,2012,,8.3060000,,,0
Kepler-85 c,2.1747400,2.1747400,Transit,2012,,12.513000,,,0
Kepler-85 d,1.1994700,1.1994700,Transit,2014,0.13000000,17.913230,,,0
Kepler-85 e,1.2667300,1.2667300,Transit,2014,0.16300000,25.216751,,,0
Kepler-850 b,1.7823900,1.7823900,Transit,2016,,7.1930388,,,0
Kepler-851 b,1.6815000,1.6815000,Transit,2016,,8.5069966,,,0
Kepler-852 b,2.5446700,2.5446700,Transit,2016,,44.930980,,,0
Kepler-853 b,1.6927100,1.6927100,Transit,2016,,7.1689246,,,0
Kepler-854 b,16.725320,16.725320,Transit,2016,,2.1446328,,,0
Kepler-855 b,8.3514500,8.3514500,Transit,2016,,7.8866311,,,0
Kepler-856 b,9.3043000,9.3043000,Transit,2016,,8.0276806,,,0
Kepler-857 b,6.8044700,6.8044700,Transit,2016,,85.351294,,,0
Kepler-858 b,4.8651400,4.8651400,Transit,2016,,76.136020,,,0
Kepler-859 b,3.0939600,3.0939600,Transit,2016,,20.381776,,,0
Kepler-860 b,3.2396900,3.2396900,Transit,2016,,5.1013794,,,0
Kepler-861 b,2.2756300,2.2756300,Transit,2016,,3.9496314,,,0
Kepler-862 b,2.2083700,2.2083700,Transit,2016,,3.1486645,,,0
Kepler-863 b,2.9033900,2.9033900,Transit,2016,,15.594619,,,0
Kepler-864 b,2.3989400,2.3989400,Transit,2016,,5.8337609,,,0
Kepler-865 b,2.4886200,2.4886200,Transit,2016,,14.163993,,,0
Kepler-866 b,1.6254500,1.6254500,Transit,2016,,2.6170325,,,0
Kepler-867 b,4.6409400,4.6409400,Transit,2016,,150.24213,,,0
Kepler-868 b,2.0514300,2.0514300,Transit,2016,,5.0325179,,,0
Kepler-869 b,3.6096200,3.6096200,Transit,2016,,40.428776,,,0
Kepler-87 b,13.496840,13.496840,Transit,2013,0.48100000,114.73635,324.18456,0.13185483,0
Kepler-87 c,6.1430800,6.1430800,Transit,2013,0.67600000,191.23180,6.3565601,0.027419759,0
Kepler-870 b,2.7800800,2.7800800,Transit,2016,,21.358762,,,0
Kepler-871 b,3.7441400,3.7441400,Transit,2016,,22.045902,,,0
Kepler-872 b,1.9953800,1.9953800,Transit,2016,,2.5788551,,,0
